id,original,emendation,old_type1,old_type2,primary_category,secondary_category,changed_original_tokens,changed_emended_tokens,,needs_manual_review,notes
91,πρῶτον μὲν ὅτι καὶ Ἠλίαν οἶδα παρὰ τῆς Σιδωνίας ἄρτον αἰτήσαντα καὶ τὸ τοῦ δικαίου Ἰακὼβ σπέρμα ἐν Αἰγύπτῳ τοῦτο ποιήσαντα ἔπειτα καὶ βαρύ μοι τοῦτο λελόγισται τοῖς αἰγιαλοῖς καθημέραν προσπαραγίνεσθαι καὶ τὰς σιτηγοὺς τῶν ὁλκάδων ἀναζητεῖν καὶ τὰς ἰδέας ἐρευνᾷν τῶν πυρῶν καὶ τίς μὲν ὁ μακροκεντίτης λεγόμενος τίς δὲ ὁ διμηνίτης καλούμενος τίς ὁ μέλας τίς ὁ τὴν ἀρίστην σεμίδαλιν ἐργαζόμενος καὶ ποῖος ὁ καθαρώτατος παρὰ τούτοις ὠνόμασται τίς δὲ ὁ κοῦφός τε καὶ διάκενος καὶ πόσου διαπωλεῖται τιμήματος καὶ ἄνδρας ἐπὶ τούτου μισθοῦσθαι καὶ φύλακας τῶν τοιούτων ἱστᾷν καὶ τὰ τοιαῦτα ποικίλως περιεργάζεσθαι.,πρῶτον μὲν ὅτι καὶ Ἠλίαν οἶδα παρὰ τῆς Σιδωνίας ἄρτον αἰτήσαντα καὶ τὸ τοῦ δικαίου Ἰακὼβ σπέρμα ἐν Αἰγύπτῳ τοῦτο ποιῆσαν ἔπειτα καὶ βαρύ μοι τοῦτο λελόγισται τοῖς αἰγιαλοῖς καθημέραν προσπαραγίνεσθαι καὶ τὰς σιτηγοὺς τῶν ὁλκάδων ἀναζητεῖν καὶ τὰς ἰδέας ἐρευνᾷν τῶν πυρῶν καὶ τίς μὲν ὁ μακροκεντίτης λεγόμενος τίς δὲ ὁ διμηνίτης καλούμενος τίς ὁ μέλας τίς ὁ τὴν ἀρίστην σεμίδαλιν ἐργαζόμενος καὶ ποῖος ὁ καθαρώτατος παρὰ τούτοις ὠνόμασται τίς δὲ ὁ κοῦφός τε καὶ διάκενος καὶ πόσου διαπωλεῖται τιμήματος καὶ ἄνδρας ἐπὶ τούτου μισθοῦσθαι καὶ φύλακας τῶν τοιούτων ἱστᾷν καὶ τὰ τοιαῦτα ποικίλως περιεργάζεσθαι.,change,,Morphological,,ποιήσαντα,ποιῆσαν,,no,
92,Διὰ ταῦτα τὰς πολυπλόκους πραγματείας ἀφείς εὐώνως ἐξ ὑμῶν ὠνοῦμαι τὰ ἐπιτήδεια μικρᾶς φιλίας εὐαρίθμους μεδίμνους ἀνταλλαττόμενος,Διὰ ταῦτα τὰς πολυπλόκους πραγματείας ἀφείς εὐώνως ἐξ ὑμῶν ὠνοῦμαι τὰ ἐπιτήδεια μακρᾶς φιλίας εὐαρίθμους μεδίμνους ἀνταλλαττόμενος,change,,Phonological-Orthographic,,μικρᾶς,μακρᾶς,,no,
93,τί γάρ σοι βούλεται τὸ θῦσαι ἡμᾶς τοὺς λόγους θεῷ ἆρ' οὐχὶ δῆλον ὡς καταμέμφῃ μὴ ἐκείνους νῦν ἀποθύοντας ἀλλὰ πρὸς δόξαν συντιθέντας αὐτούς,τί γάρ σοι βούλεται τὸ θῦσαι ἡμᾶς τοὺς λόγους θεῷ ἆρ' οὐχὶ δῆλον ὡς καταμέμφῃ μὴ ἐκείνῳ νῦν ἀποθύοντας ἀλλὰ πρὸς δόξαν συντιθέντας αὐτούς,change,,Morphological,,ἐκείνους,ἐκείνῳ,,no,
94,ἧκε γὰρ πρὸς ἡμᾶς ὁ ποτὲ μὲν ἡγούμενος ἀεὶ δὲ δοῦλος τῆς σῆς ἁγιότητος ἧκε χαρᾶς συμμιγὲς ἀφιεὶς δάκρυον ἧκε εὐχαριστῶν μεγαλύνων τὴν σὴν ἀρετήν ἐγκωμίαζων ἑαυτὸν τὰ πολλὰ αἰτιώμενος σὲ δὲ ἐξαίρων καὶ ἀναίτιον πάντων ἀποδεικνύς.,ἧκε γὰρ πρὸς ἡμᾶς ὁ ποτὲ μὲν ἡγούμενος ἀεὶ δὲ δοῦλος τῆς σῆς ἁγιότητος ἧκε χαρᾷ συμμιγὲς ἀφιεὶς δάκρυον ἧκε εὐχαριστῶν μεγαλύνων τὴν σὴν ἀρετήν ἐγκωμίαζων ἑαυτὸν τὰ πολλὰ αἰτιώμενος σὲ δὲ ἐξαίρων καὶ ἀναίτιον πάντων ἀποδεικνύς.,change,,Morphological,,χαρᾶς,χαρᾷ,,no,
95,Οὗτος τοίνυν πάντων τῶν πατρῴων ἐστερημένος ἀφ' ἑνὸς μόνου τὰ ἀναγκαῖα προσπορίζεται προάστειον γὰρ Ὁδηγοὶ καλούμενον γλίσχρως αὐτὸν διοικεῖ ὅσον ἀποζῇν.,Οὗτος τοίνυν πάντων τῶν πατρῴων ἐστερημένος ἀφ' ἑνὸς μόνου τὰ ἀναγκαῖα προσπορίζεται προάστειον γὰρ Ὁδηγοὶ καλούμενον γλίσχρως αὐτὸς διοικεῖ ὅσον ἀποζῇν.,change,,Morphological,,αὐτὸν,αὐτὸς,,no,
96,Ἀλλὰ σὺ μουσικὸν ἀκούσας μὴ τὰ Ξενοκράτους οἰηθῇς μεμνῆσθαι τὸν ἄνδρα μηδὲ τὸν τῶν συμφώνων καὶ παραφώνων λόγον ἀπαιτήσῃς αὐτόν φθέγξεται γὰρ οὐδὲ γρῦ,Ἀλλὰ σὺ μουσικὸν ἀκούσας μὴ τὰ Ξενοκράτους οἰηθῇς μεμυῆσθαι τὸν ἄνδρα μηδὲ τὸν τῶν συμφώνων καὶ παραφώνων λόγον ἀπαιτήσῃς αὐτόν φθέγξεται γὰρ οὐδὲ γρῦ,change,,Phonological-Orthographic,,μεμνῆσθαι,μεμυῆσθαι,,no,
97,Τί γὰρ οὐκ εἶχεν ἐπαγωγὸν καὶ θελκτήριον μᾶλλον δὲ τίνι τὸν ἀναγινώσκοντα ὥσπερ μάγος τις ἐφελκομένη τοὺς ἀναγινώσκοντας τοῦτο μὲν τῇ γλυκύτητι τῶν λέξεων τοῦτο δὲ τῇ συνθήκῃ τῶν συλλαβῶν,Τί γὰρ οὐκ εἶχεν ἐπαγωγὸν καὶ θελκτήριον μᾶλλον δὲ τίνι τὸν ἀναγινώσκοντα ὥσπερ μάγῆτις ἐφελκομένη τοὺς ἀναγινώσκοντας τοῦτο μὲν τῇ γλυκύτητι τῶν λέξεων τοῦτο δὲ τῇ συνθήκῃ τῶν συλλαβῶν,change,delete,Addition / Omission,Lexical / Contextual,μάγος | τις,μάγῆτις,,no,
98,Τὰ δ' ἄλλα θεὸς φυλάττοι σὴν ἀρετὴν ἄτρωτον ἀλώβητον ἐκ πάσης βλάβης.,Τὰ δ' ἄλλα θεὸς φυλάττοι σὴν ἀρετήν ἄτρωτον ἀλώβητον ἐκ πάσης βλάβης.,accent,,Diacritic / Punctuation,,ἀρετὴν,ἀρετήν,,no,
99,Καὶ οἶδα μὲν ὡς ἀποφήσειας τί ποτε ταῦτά εἰσιν.,Καὶ οἶδα μὲν ὡς ἀπορήσειας τί ποτε ταῦτά εἰσιν.,change,,Phonological-Orthographic,,ἀποφήσειας,ἀπορήσειας,,no,
100,Εἰ δ' ἦν αὐτοῖς καὶ ἐς τὴν καρδίαν ἐγκύψαι τὴν σὴν καὶ τῆς βαθείας σου καταπολαῦσαι φρενός διπλῇ ἄν σοι ἀπώναντο νῦν δ' ἔξω κείμενοι τῶν σῶν ἀποθέτων οὐκ ἀπὸ τῶν Αἰθιοπικῶν πηγῶν ἀλλ' ἀπὸ τοῦ Κανωβικοῦ στόματος τοῦ Νείλου ἀρρύονται τοῦτο γὰρ μέγιστον τῶν ἄλλων τοῦ ποταμοῦ.,Εἰ δ' ἦν αὐτοῖς καὶ ἐς τὴν καρδίαν ἐγκύψαι τὴν σὴν καὶ τῆς βαθείας σου καταπολαῦσαι φρενός διπλῇ ἄν σου ἀπώναντο νῦν δ' ἔξω κείμενοι τῶν σῶν ἀποθέτων οὐκ ἀπὸ τῶν Αἰθιοπικῶν πηγῶν ἀλλ' ἀπὸ τοῦ Κανωβικοῦ στόματος τοῦ Νείλου ἀρρύονται τοῦτο γὰρ μέγιστον τῶν ἄλλων τοῦ ποταμοῦ.,change,,Morphological,,σοι,σου,,no,
101,κύων γὰρ ὄντως ἦσθα Ἀρραβικός καὶ κύων τὴν ἀναισχυντίαν οὐ τὴν παρρησίαν καὶ τὸ γαστρίμαργον οὐ τὸ ἐφίμερον καὶ τὴν ὑλακήν οὐ τὴν φυλακήν καὶ μὴ δάκνειν μὲν εἰδὼς τοὺς αὐτόχρημα λύκους κατὰ σέ κατεσθίειν δὲ τὰ πρόβατα,κύων γὰρ ὄντως ἦσθα Ἀρραβικός καὶ κύων τὴν ἀναισχυντίαν οὐ τὴν παρρησίαν καὶ τὸ γαστρίμαργον οὐ τὸ ἐφήμερον καὶ τὴν ὑλακήν οὐ τὴν φυλακήν καὶ μὴ δάκνειν μὲν εἰδὼς τοὺς αὐτόχρημα λύκους κατὰ σέ κατεσθίειν δὲ τὰ πρόβατα,change,,Phonological-Orthographic,,ἐφίμερον,ἐφήμερον,,no,
102,δεῖ γὰρ οὕτως ἤπερ βιοῦντα ἐπηρκέναι τὸ κέντρον καὶ τρέφειν τὸν ἰὸν κατὰ τοὺς σκορπίους ἢ τοὺς κεράστας ἄττειν τε καὶ σφαδάζειν ὃν δὴ πλήξειας καὶ ᾧ τὸν ἰὸν ἐξεμέσειας,δεῖ γὰρ οὕτως ἤπερ βιοῦντα ἐπηρκέναι τὸ κέντρον καὶ τρέφειν τὸν ἰὸν κατὰ τοὺς σκορπίους ἢ τοὺς κεράστας ὥστε ἄττειν τε καὶ σφαδάζειν ὃν δὴ πλήξειας καὶ ᾧ τὸν ἰὸν ἐξεμέσειας,add,,Addition / Omission,,,ὥστε,,no,
103,Ἀλλὰ δραστικωτέρας εἴης ἡμῖν τὰς Σειρῆνας ἐπιδαψιλεύων τῶν λόγων σου καὶ γραφίδι χαράττοιο καὶ μέλανι καὶ ἔναυλον ἔχοιμεν τὴν συνῳδίαν αὐτῶν ἀλλὰ μὴ ἀφιπταμένην ἢ καὶ εἰς ἀέρα χεομένην.,Ἀλλὰ δραστικωτέρας εἴης ἡμῖν τὰς Σειρῆνας ἐπιδαψιλεύων τῶν λόγων σου καὶ γραφίδι χαράττοις καὶ μέλανι ὡς ἔναυλον ἔχοιμεν τὴν συνῳδίαν αὐτῶν ἀλλὰ μὴ ἀφιπταμένην καὶ εἰς ἀέρα χεομένην ἢ διαρρέουσαν εἰ γὰρ ξενοτρόπως τοῦ τοιούτου ἑρμαίου τεύξομαι λῆξιν εὕρω τῶν πόνων μου καὶ δείξω μὴ πάντῃ τὸν μῦθον διαψευδόμενον ὥς ἐστιν ἄρα καὶ φάρμακον λαθικηδὲς ἀκεσώδυνον καὶ κακῶν πάντων ἐπίληθες.,change,add,Addition / Omission,Morphological,χαράττοιο | καὶ | ἢ | χεομένην.,χαράττοις | ὡς | χεομένην | ἢ | διαρρέουσαν | εἰ | γὰρ | ξενοτρόπως | τοῦ | τοιούτου | ἑρμαίου | τεύξομαι | λῆξιν | εὕρω | τῶν | πόνων | μου | καὶ | δείξω | μὴ | πάντῃ | τὸν | μῦθον | διαψευδόμενον | ὥς | ἐστιν | ἄρα | καὶ | φάρμακον | λαθικηδὲς | ἀκεσώδυνον | καὶ | κακῶν | πάντων | ἐπίληθες.,,no,
104,Εἰ μὲν οὖν μὴ ἠθέλησα μὴδ' εἰσήκουσά σου τῶν ἐφετῶν μὴδ' ἔρεξά σοι τὰ καταθύμια σκαιὸς δέ τις καὶ ἀκοινώνητος ἢ ἀπρόσιτός σοι καὶ ἀτεράμων ἐτύγχανον ὤν καλῶς ἂν καὶ οὐκ ἀπεικότως ἡ σή με κατέδετο μάχαιρα.,Εἰ μὲν οὖν μὴ ἠθέλησα μὴδ' εἰσήκουσά σου τῶν ἐφετῶν μὴδ' ἔρεξά σοι τὰ καταθύμια σκαιὸς δέ τις καὶ ἀκοινώνητος ἢ ἀπρόσιτός σοι καὶ ἀτεράμων ἐτύγχανον ὤν καλῶς ἂν καὶ οὐκ ἀπεικότως ἡ σή με κατέδοιτο μάχαιρα.,change,,Morphological,,κατέδετο,κατέδοιτο,,no,
105,μὴδ' ἐποχή τινος Ἀραβικοῦ ξυλαρίου τάχα καὶ αὐτοῦ βραχυτάτου οὕτω γὰρ καὶ ἡ περὶ τούτου με φρονεῖν πέπεικε βραδυτής ἡμᾶς ἀλλήλους ὑποξύλους ἐργάσεται καὶ ἀνίκμους ἢ μᾶλλον εἰπεῖν ἀψύχους καὶ ἀκινήτους παντάπασι πρὸς φιλίαν,μὴδ' ἐποχή τινος Ἀραβικοῦ ξυλαρίου τάχα καὶ αὐτοῦ βραχυτάτου οὕτω γὰρ καὶ ἡ περὶ τούτου με φρονεῖν πέπεικε βραδυτής ἡμᾶς ἀλλήλοις ὑποξύλους ἐργάσεται καὶ ἀνίκμους ἢ μᾶλλον εἰπεῖν ἀψύχους καὶ ἀκινήτους παντάπασι πρὸς φιλίαν,change,,Morphological,,ἀλλήλους,ἀλλήλοις,,no,
106,Καίτοι γε δύο ταῦτα τὴν ἀπὸ τῆς γλώττης ἐλαύνει τρυφήν φιλοσοφία καὶ πραγμάτων φροντίς ἡ μὲν περὶ τὸν νοῦν ἐνεργοῦσα ἡ δὲ πρὸς ἑαυτὴν τοῦτον ἀντιπαρέλκουσα καὶ μὴ ἐῶσα συνδιατίθεσθαι ταῖς τῶν λέξεων χάρισιν ἀλλὰ σὺ μόνος τῶν πάντων ποικίλος εἶ τὴν σοφίαν νῦν μὲν τὰ ἄμικτα κεραννύων νῦν δὲ ἔχων τὰ μεμερισμένα καὶ ἐν ἀποστάσει τοὺς χαρακτῆρας αὐτῶν προσλαβόμενος ἢ γὰρ φιλοσοφεῖς ἢ ῥητορεύεις ἀμφότερα μόνος ἢ συνάγεις ἐς αὐτὸ τὰ διεστῶτα καὶ μίαν τινὰ κοινοτάτην καὶ σύμμικτον ἐπιστήμην ἐξ ἐναντίων ποιεῖς.,Καίτοι γε δύο ταῦτα τὴν ἀπὸ τῆς γλώττης ἐλαύνει τρυφήν φιλοσοφία καὶ πραγμάτων φροντίς ἡ μὲν περὶ τὸν νοῦν ἐνεργοῦσα ἡ δὲ πρὸς ἑαυτὴν τοῦτον ἀντιπαρέλκουσα καὶ μὴ ἐῶσα συνδιατίθεσθαι ταῖς τῶν λέξεων χάρισιν ἀλλὰ σὺ μόνος τῶν πάντων ποικίλος εἶ τὴν σοφίαν νῦν μὲν τὰ ἄμικτα κεραννύων νῦν δὲ ἔχων μεμερισμένα καὶ ἐν ἀποστάσει τοὺς χαρακτῆρας αὐτῶν προσλαβόμενος ἢ γὰρ φιλοσοφεῖς ἢ ῥητορεύεις ἀμφότερα μόνως ἢ συνάγεις ἐς αὐτὸ τὰ διεστῶτα καὶ μίαν τινὰ κοινοτάτην καὶ σύμμικτον ἐπιστήμην ἐξ ἐναντίων ποιεῖς.,delete,change,Addition / Omission,,τὰ | μόνος,μόνως,,no,
107,Ἐπειδὴ 〈δὲ〉 μετὰ σώματος ἡμῖν ἡ ζωή τὰ πολλὰ ἐντεῦθεν ἀρχόμενοι εἰς τὸν νοῦν ἀναγόμεθα.,Ἐπει δὲ μετὰ σώματος ἡμῖν ἡ ζωή τὰ πολλὰ ἐντεῦθεν ἀρχόμενοι εἰς τὸν νοῦν ἀναγόμεθα.,change,delete,Morphological,Addition / Omission,Ἐπειδὴ | 〈δὲ〉,Ἐπει | δὲ,,no,
108,Σὺ δέ ὢ τῆς ἄκρας σου φιλοσοφίας καὶ καθαρᾶς αὐτὸν τῆς ἀγγελίας τὸν λόγον ἐδέξω. Πρὸς μὲν τὴν φύσιν εὐθὺς ὑπηνέχθης καὶ τοῦ συγγενοῦς ἐμνημόνευσας αἵματος πρὸς δὲ τὸν λόγον αὖθις ἀνθυπηνέχθης καὶ ταῖς ἐκ τῶν ψυχῶν συγγενείαις μᾶλλον προστέθεικας,Σὺ δέ ὢ τῆς ἄκρας σου φιλοσοφίας καὶ καθαρᾶς ὡς τὸν τῆς ἀγγελίας τὸν λόγον ἐδέξω. Πρὸς μὲν τὴν φύσιν εὐθὺς ὑπηνέχθης καὶ τοῦ συγγενοῦς ἐμνημόνευσας αἵματος πρὸς δὲ τὸν λόγον αὖθις ἀνθυπηνέχθης καὶ ταῖς ἐκ τῶν ψυχῶν συγγενείαις μᾶλλον προστέθεικας,change,add,Addition / Omission,Lexical / Contextual,αὐτὸν,ὡς | τὸν,,no,
